,,,,,,,,MEDIAN PRICE,,MEDIAN QUARTERLY,,MEDIAN 12 MONTH,,MEDIAN 3 YEARS,,MEDIAN 5 YEARS,,10 YEARS AVERAGE ANNUAL,,Weekly media advert. rent,,Time on Market,,Gross Rental Yield Percent,,,,,,,,,,,
SUBURBS,STATE,POSTCODE,,,DISTANCE FROM CBD (KM),POPULATION,5 YEAR CHANGE,HOUSE,UNIT,HOUSE,UNIT,HOUSE,UNIT,HOUSE,UNIT,HOUSE,UNIT,HOUSE,UNIT,HOUSE,UNIT,HOUSE,HOUSE,HOUSE,HOUSE,WEEKLY HOUSEHOLD INCOME MEDIAN,WEEKLY GROSS HOUSEHOLD INCOME MEAN,WEEKLY NET MEAN INCOME,HHOLD SIZE,OCCUPATION,AGE,MONTHLY LOAN REPAYMENT,20% Deposit,Current Savings Rate,Numbers of years (Based on Savings Rate)
Devereux Creek,QLD,4753,https://www.smartpropertyinvestment.com.au/data/qld/4753/devereux-creek,,,,,,,,,,,,,,,,,,,,,,,,"$1,623","$1,281",,0.0%,,,$0,"$6,661",0
Moy Pocket,QLD,4574,https://www.smartpropertyinvestment.com.au/data/qld/4574/moy-pocket,,,,,,,,,,,,,,,,,,,,,,,,"$1,078",$910,,0.0%,,,$0,"$4,733",0
Calico Creek,QLD,4570,https://www.smartpropertyinvestment.com.au/data/qld/4570/calico-creek,,,,,,,,,,,,,,,,,,,,,,,,"$1,035",$881,,0.0%,,,$0,"$4,580",0
Mothar Mountain,QLD,4570,https://www.smartpropertyinvestment.com.au/data/qld/4570/mothar-mountain,,,,,,,,,,,,,,,,,,,,,,,,"$1,035",$881,,17.6%,,,$0,"$4,580",0
North Arm,QLD,4561,https://www.smartpropertyinvestment.com.au/data/qld/4561/north-arm,,,,,,,,,,,,,,,,,,,,,,,,"$1,278","$1,046",,,,,$0,"$5,441",0
Belli Park,QLD,4562,https://www.smartpropertyinvestment.com.au/data/qld/4562/belli-park,,,,,,,,,,,,,,,,,,,,,,,,"$1,324","$1,078",,0.0%,,,$0,"$5,604",0
Hervey Range,QLD,4817,https://www.smartpropertyinvestment.com.au/data/qld/4817/hervey-range,,,,,,,,,,,,,,,,,,,,,,,,"$1,311","$1,068",,0.0%,,,$0,"$5,556",0
Mount Nebo,QLD,4520,https://www.smartpropertyinvestment.com.au/data/qld/4520/mount-nebo,,,,,,,,,,,,,,,,,,,,,,,,"$1,909","$1,475",,100.0%,,,$0,"$7,672",0
Prince Henry Heights,QLD,4350,https://www.smartpropertyinvestment.com.au/data/qld/4350/prince-henry-heights,,,,,,,,,,,,,,,,,,,,,,,,"$1,273","$1,043",,0.0%,,,$0,"$5,423",0
Cedar Pocket,QLD,4570,https://www.smartpropertyinvestment.com.au/data/qld/4570/cedar-pocket,,,,,,,,,,,,,,,,,,,,,,,,"$1,035",$881,,0.0%,,,$0,"$4,580",0
Noosa North Shore,QLD,4565,https://www.smartpropertyinvestment.com.au/data/qld/4565/noosa-north-shore,,,,,,,,,,,,,,,,,,,,,,,,"$1,147",$957,,0.0%,,,$0,"$4,976",0
Mount Mort,QLD,4340,https://www.smartpropertyinvestment.com.au/data/qld/4340/mount-mort,,,,,,,,,,,,,,,,,,,,,,,,"$1,134",$948,,0.0%,,,$0,"$4,930",0
Nudgee Beach,QLD,4014,https://www.smartpropertyinvestment.com.au/data/qld/4014/nudgee-beach,,,,,,,,,,,,,,,,,,,,,,,,"$1,548","$1,229",,26.1%,,,$0,"$6,393",0
Ringtail Creek,QLD,4565,https://www.smartpropertyinvestment.com.au/data/qld/4565/ringtail-creek,,,,,,,,,,,,,,,,,,,,,,,,"$1,147",$957,,0.0%,,,$0,"$4,976",0
Yandina Creek,QLD,4561,https://www.smartpropertyinvestment.com.au/data/qld/4561/yandina-creek,,,,,,,,,,,,,,,,,,,,,,,,"$1,278","$1,046",,5.6%,,,$0,"$5,441",0
Armstrong Creek,QLD,4520,https://www.smartpropertyinvestment.com.au/data/qld/4520/armstrong-creek,,,,,,,,,,,,,,,,,,,,,,,,"$1,909","$1,475",,,,,$0,"$7,672",0
Mount Samson,QLD,4520,https://www.smartpropertyinvestment.com.au/data/qld/4520/mount-samson,,,,,,,,,,,,,,,,,,,,,,,,"$1,909","$1,475",,0.0%,,,$0,"$7,672",0
Mount Kynoch,QLD,4350,https://www.smartpropertyinvestment.com.au/data/qld/4350/mount-kynoch,,,,,,,,,,,,,,,,,,,,,,,,"$1,273","$1,043",,46.2%,,,$0,"$5,423",0
Cedar Creek,QLD,4520,https://www.smartpropertyinvestment.com.au/data/qld/4520/cedar-creek,,,,,,,,,,,,,,,,,,,,,,,,"$1,909","$1,475",,,,,$0,"$7,672",0
Stony Creek,QLD,4514,https://www.smartpropertyinvestment.com.au/data/qld/4514/stony-creek,,,,,,,,,,,,,,,,,,,,,,,,"$1,181",$980,,,,,$0,"$5,098",0
Kia Ora,QLD,4570,https://www.smartpropertyinvestment.com.au/data/qld/4570/kia-ora,,,,,,,,,,,,,,,,,,,,,,,,"$1,035",$881,,,,,$0,"$4,580",0
Mount Mellum,QLD,4550,https://www.smartpropertyinvestment.com.au/data/qld/4550/mount-mellum,,,,,,,,,,,,,,,,,,,,,,,,"$1,171",$973,,0.0%,,,$0,"$5,061",0
Image Flat,QLD,4560,https://www.smartpropertyinvestment.com.au/data/qld/4560/image-flat,,,,,,,,,,,,,,,,,,,,,,,,"$1,151",$960,,0.0%,,,$0,"$4,990",0
Bonnie Doon,QLD,4873,https://www.smartpropertyinvestment.com.au/data/qld/4873/bonnie-doon,,,,,,,,,,,,,,,,,,,,,,,,"$1,048",$890,,,,,$0,"$4,627",0
Upper Brookfield,QLD,4069,https://www.smartpropertyinvestment.com.au/data/qld/4069/upper-brookfield,,,,,,,,,,,,,,,,,,,,,,,,"$2,103","$1,607",,29.4%,,,$0,"$8,356",0
Boreen Point,QLD,4565,https://www.smartpropertyinvestment.com.au/data/qld/4565/boreen-point,,,,,,,,,,,,,,,,,,,,,,,,"$1,147",$957,,0.0%,,,$0,"$4,976",0
Towen Mountain,QLD,4560,https://www.smartpropertyinvestment.com.au/data/qld/4560/towen-mountain,,,,,,,,,,,,,,,,,,,,,,,,"$1,151",$960,,0.0%,,,$0,"$4,990",0
Elaman Creek,QLD,4552,https://www.smartpropertyinvestment.com.au/data/qld/4552/elaman-creek,,,,,,,,,,,,,,,,,,,,,,,,"$1,176",$977,,0.0%,,,$0,"$5,080",0
Coochin Creek,QLD,4519,https://www.smartpropertyinvestment.com.au/data/qld/4519/coochin-creek,,,,,,,,,,,,,,,,,,,,,,,,"$1,202",$995,,0.0%,,,$0,"$5,172",0
North Tivoli,QLD,4305,https://www.smartpropertyinvestment.com.au/data/qld/4305/north-tivoli,,,,,,,,,,,,,,,,,,,,,,,,"$1,168",$971,,0.0%,,,$0,"$5,051",0
Point Arkwright,QLD,4573,https://www.smartpropertyinvestment.com.au/data/qld/4573/point-arkwright,,,,,,,,,,,,,,,,,,,,,,,,"$1,409","$1,136",,0.0%,,,$0,"$5,905",0
Balmoral Ridge,QLD,4552,https://www.smartpropertyinvestment.com.au/data/qld/4552/balmoral-ridge,,,,,,,,,,,,,,,,,,,,,,,,"$1,176",$977,,42.9%,,,$0,"$5,080",0
Laceys Creek,QLD,4521,https://www.smartpropertyinvestment.com.au/data/qld/4521/laceys-creek,,,,,,,,,,,,,,,,,,,,,,,,"$1,443","$1,158",,21.1%,,,$0,"$6,022",0
Christmas Creek,QLD,4285,https://www.smartpropertyinvestment.com.au/data/qld/4285/christmas-creek,,,,,,,,,,,,,,,,,,,,,,,,"$1,179",$979,,0.0%,,,$0,"$5,090",0
The Gap,QLD,4061,https://www.smartpropertyinvestment.com.au/data/qld/4061/the-gap,,,,,,,,,,,,,,,,,,,,,,,,"$1,781","$1,388",,,,,$0,"$7,220",0
Godwin Beach,QLD,4511,https://www.smartpropertyinvestment.com.au/data/qld/4511/godwin-beach,,,,,,,,,,,,,,,,,,,,,,,,"$1,103",$927,,0.0%,,,$0,"$4,822",0
Victory Heights,QLD,4570,https://www.smartpropertyinvestment.com.au/data/qld/4570/victory-heights,,,,,,,,,,,,,,,,,,,,,,,,"$1,035",$881,,,,,$0,"$4,580",0
Greens Creek,QLD,4570,https://www.smartpropertyinvestment.com.au/data/qld/4570/greens-creek,,,,,,,,,,,,,,,,,,,,,,,,"$1,035",$881,,,,,$0,"$4,580",0
Mount Rascal,QLD,4350,https://www.smartpropertyinvestment.com.au/data/qld/4350/mount-rascal,,,,,,,,,,,,,,,,,,,,,,,,"$1,273","$1,043",,0.0%,,,$0,"$5,423",0
Castle Hill,QLD,4810,https://www.smartpropertyinvestment.com.au/data/qld/4810/castle-hill,,,,,,,,,,,,,,,,,,,,,,,,"$1,574","$1,247",,,,,$0,"$6,486",0
Mount Archer,QLD,4514,https://www.smartpropertyinvestment.com.au/data/qld/4514/mount-archer,,,,,,,,,,,,,,,,,,,,,,,,"$1,181",$980,,,,,$0,"$5,098",0
Mount Pleasant,QLD,4521,https://www.smartpropertyinvestment.com.au/data/qld/4521/mount-pleasant,,,,,,,,,,,,,,,,,,,,,,,,"$1,443","$1,158",,,,,$0,"$6,022",0
Mossman Gorge,QLD,4873,https://www.smartpropertyinvestment.com.au/data/qld/4873/mossman-gorge,,,,,,,,,,,,,,,,,,,,,,,,"$1,048",$890,,0.0%,,,$0,"$4,627",0
Mount Ossa,QLD,4741,https://www.smartpropertyinvestment.com.au/data/qld/4741/mount-ossa,,,,,,,,,,,,,,,,,,,,,,,,"$1,415","$1,140",,0.0%,,,$0,"$5,926",0
Enoggera Reservoir,QLD,4520,https://www.smartpropertyinvestment.com.au/data/qld/4520/enoggera-reservoir,,,,,,,,,,,,,,,,,,,,,,,,"$1,909","$1,475",,0.0%,,,$0,"$7,672",0
The Leap,QLD,4740,https://www.smartpropertyinvestment.com.au/data/qld/4740/the-leap,,,,,,,,,,,,,,,,,,,,,,,,"$1,522","$1,212",,22.2%,,,$0,"$6,302",0
Adelaide Park,QLD,4703,https://www.smartpropertyinvestment.com.au/data/qld/4703/adelaide-park,,,,,,,,,,,,,,,,,,,,,,,,"$1,434","$1,152",,0.0%,,,$0,"$5,992",0
King Scrub,QLD,4521,https://www.smartpropertyinvestment.com.au/data/qld/4521/king-scrub,,,,,,,,,,,,,,,,,,,,,,,,"$1,443","$1,158",,57.1%,,,$0,"$6,022",0
Island Plantation,QLD,4650,https://www.smartpropertyinvestment.com.au/data/qld/4650/island-plantation,,,,,,,,,,,,,,,,,,,,,,,,"$1,014",$867,,0.0%,,,$0,"$4,506",0
Back Plains,QLD,4361,https://www.smartpropertyinvestment.com.au/data/qld/4361/back-plains,,,,,,,,,,,,,,,,,,,,,,,,$907,$794,,0.0%,,,$0,"$4,127",0
Lower Wonga,QLD,4570,https://www.smartpropertyinvestment.com.au/data/qld/4570/lower-wonga,,,,,,,,,,,,,,,,,,,,,,,,"$1,035",$881,,0.0%,,,$0,"$4,580",0
Tinana South,QLD,4650,https://www.smartpropertyinvestment.com.au/data/qld/4650/tinana-south,,,,,,,,,,,,,,,,,,,,,,,,"$1,014",$867,,0.0%,,,$0,"$4,506",0
West Ipswich,QLD,4305,https://www.smartpropertyinvestment.com.au/data/qld/4305/west-ipswich,,,,,,,,,,,,,,,,,,,,,,,,"$1,168",$971,,0.0%,,,$0,"$5,051",0
Wivenhoe Pocket,QLD,4306,https://www.smartpropertyinvestment.com.au/data/qld/4306/wivenhoe-pocket,,,,,,,,,,,,,,,,,,,,,,,,"$1,354","$1,098",,0.0%,,,$0,"$5,710",0
Upper Flagstone,QLD,4344,https://www.smartpropertyinvestment.com.au/data/qld/4344/upper-flagstone,,,,,,,,,,,,,,,,,,,,,,,,"$1,149",$958,,50.0%,,,$0,"$4,983",0
Gowrie Mountain,QLD,4350,https://www.smartpropertyinvestment.com.au/data/qld/4350/gowrie-mountain,,,,,,,,,,,,,,,,,,,,,,,,"$1,273","$1,043",,0.0%,,,$0,"$5,423",0
Oak Valley,QLD,4811,https://www.smartpropertyinvestment.com.au/data/qld/4811/oak-valley,,,,,,,,,,,,,,,,,,,,,,,,"$1,413","$1,138",,,,,$0,"$5,917",0
Mount Mee,QLD,4521,https://www.smartpropertyinvestment.com.au/data/qld/4521/mount-mee,,,,,,,,,,,,,,,,,,,,,,,,"$1,443","$1,158",,16.1%,,,$0,"$6,022",0
River Ranch,QLD,4680,https://www.smartpropertyinvestment.com.au/data/qld/4680/river-ranch,,,,,,,,,,,,,,,,,,,,,,,,"$1,508","$1,203",,0.0%,,,$0,"$6,255",0
Vale View,QLD,4352,https://www.smartpropertyinvestment.com.au/data/qld/4352/vale-view,,,,,,,,,,,,,,,,,,,,,,,,"$1,289","$1,053",,0.0%,,,$0,"$5,478",0
Burrum Town,QLD,4659,https://www.smartpropertyinvestment.com.au/data/qld/4659/burrum-town,,,,,,,,,,,,,,,,,,,,,,,,$936,$814,,0.0%,,,$0,"$4,232",0
Wrights Creek,QLD,4869,https://www.smartpropertyinvestment.com.au/data/qld/4869/wrights-creek,,,,,,,,,,,,,,,,,,,,,,,,"$1,197",$991,,,,,$0,"$5,153",0
Spring Hill,QLD,4000,https://www.smartpropertyinvestment.com.au/data/qld/4000/spring-hill,,,,,,,,,,,,,,,,,,,,,,,,"$1,443","$1,159",,,,,$0,"$6,025",0
Warrill View,QLD,4307,https://www.smartpropertyinvestment.com.au/data/qld/4307/warrill-view,,,,,,,,,,,,,,,,,,,,,,,,"$1,116",$936,,16.0%,,,$0,"$4,869",0
Victoria Plains,QLD,4751,https://www.smartpropertyinvestment.com.au/data/qld/4751/victoria-plains,,,,,,,,,,,,,,,,,,,,,,,,"$1,516","$1,208",,0.0%,,,$0,"$6,281",0
St Helens,QLD,4650,https://www.smartpropertyinvestment.com.au/data/qld/4650/st-helens,,,,,,,,,,,,,,,,,,,,,,,,"$1,014",$867,,,,,$0,"$4,506",0
Shute Harbour,QLD,4802,https://www.smartpropertyinvestment.com.au/data/qld/4802/shute-harbour,,,,,,,,,,,,,,,,,,,,,,,,"$1,297","$1,059",,0.0%,,,$0,"$5,506",0
Burrum River,QLD,4659,https://www.smartpropertyinvestment.com.au/data/qld/4659/burrum-river,,,,,,,,,,,,,,,,,,,,,,,,$936,$814,,0.0%,,,$0,"$4,232",0
Cape Tribulation,QLD,4873,https://www.smartpropertyinvestment.com.au/data/qld/4873/cape-tribulation,,,,,,,,,,,,,,,,,,,,,,,,"$1,048",$890,,0.0%,,,$0,"$4,627",0
Veresdale Scrub,QLD,4285,https://www.smartpropertyinvestment.com.au/data/qld/4285/veresdale-scrub,,,,,,,,,,,,,,,,,,,,,,,,"$1,179",$979,,23.5%,,,$0,"$5,090",0
Takura,QLD,4655,https://www.smartpropertyinvestment.com.au/data/qld/4655/takura,,,,,,,,,,,,,,,,,,,,,,,,"$1,095",$921,,23.5%,,,$0,"$4,792",0
Spring Creek,QLD,4361,https://www.smartpropertyinvestment.com.au/data/qld/4361/spring-creek,,,,,,,,,,,,,,,,,,,,,,,,$907,$794,,,,,$0,"$4,127",0
Te Kowai,QLD,4740,https://www.smartpropertyinvestment.com.au/data/qld/4740/te-kowai,,,,,,,,,,,,,,,,,,,,,,,,"$1,522","$1,212",,0.0%,,,$0,"$6,302",0
Majors Creek,QLD,4816,https://www.smartpropertyinvestment.com.au/data/qld/4816/majors-creek,,,,,,,,,,,,,,,,,,,,,,,,"$1,256","$1,031",,,,,$0,"$5,364",0
Gregors Creek,QLD,4313,https://www.smartpropertyinvestment.com.au/data/qld/4313/gregors-creek,,,,,,,,,,,,,,,,,,,,,,,,$957,$828,,0.0%,,,$0,"$4,306",0
East Greenmount,QLD,4359,https://www.smartpropertyinvestment.com.au/data/qld/4359/east-greenmount,,,,,,,,,,,,,,,,,,,,,,,,$977,$841,,0.0%,,,$0,"$4,375",0
Peak Crossing,QLD,4306,https://www.smartpropertyinvestment.com.au/data/qld/4306/peak-crossing,,,,,,,,,,,,,,,,,,,,,,,,"$1,354","$1,098",,16.7%,,,$0,"$5,710",0
Fassifern Valley,QLD,4309,https://www.smartpropertyinvestment.com.au/data/qld/4309/fassifern-valley,,,,,,,,,,,,,,,,,,,,,,,,"$1,064",$901,,0.0%,,,$0,"$4,685",0
Forest Creek,QLD,4873,https://www.smartpropertyinvestment.com.au/data/qld/4873/forest-creek,,,,,,,,,,,,,,,,,,,,,,,,"$1,048",$890,,0.0%,,,$0,"$4,627",0
Fishery Falls,QLD,4871,https://www.smartpropertyinvestment.com.au/data/qld/4871/fishery-falls,,,,,,,,,,,,,,,,,,,,,,,,$997,$855,,0.0%,,,$0,"$4,446",0
Dolphin Heads,QLD,4740,https://www.smartpropertyinvestment.com.au/data/qld/4740/dolphin-heads,,,,,,,,,,,,,,,,,,,,,,,,"$1,522","$1,212",,10.0%,,,$0,"$6,302",0
Alligator Creek,QLD,4740,https://www.smartpropertyinvestment.com.au/data/qld/4740/alligator-creek,,,,,,,,,,,,,,,,,,,,,,,,"$1,522","$1,212",,,,,$0,"$6,302",0
Lower Tenthill,QLD,4343,https://www.smartpropertyinvestment.com.au/data/qld/4343/lower-tenthill,,,,,,,,,,,,,,,,,,,,,,,,$978,$842,,0.0%,,,$0,"$4,378",0
Postmans Ridge,QLD,4352,https://www.smartpropertyinvestment.com.au/data/qld/4352/postmans-ridge,,,,,,,,,,,,,,,,,,,,,,,,"$1,289","$1,053",,0.0%,,,$0,"$5,478",0
Wilsons Pocket,QLD,4570,https://www.smartpropertyinvestment.com.au/data/qld/4570/wilsons-pocket,,,,,,,,,,,,,,,,,,,,,,,,"$1,035",$881,,0.0%,,,$0,"$4,580",0
Obum Obum,QLD,4309,https://www.smartpropertyinvestment.com.au/data/qld/4309/obum-obum,,,,,,,,,,,,,,,,,,,,,,,,"$1,064",$901,,0.0%,,,$0,"$4,685",0
North Eton,QLD,4741,https://www.smartpropertyinvestment.com.au/data/qld/4741/north-eton,,,,,,,,,,,,,,,,,,,,,,,,"$1,415","$1,140",,0.0%,,,$0,"$5,926",0
Welcome Creek,QLD,4670,https://www.smartpropertyinvestment.com.au/data/qld/4670/welcome-creek,,,,,,,,,,,,,,,,,,,,,,,,"$1,138",$951,,0.0%,,,$0,"$4,946",0
Oak Beach,QLD,4877,https://www.smartpropertyinvestment.com.au/data/qld/4877/oak-beach,,,,,,,,,,,,,,,,,,,,,,,,"$1,083",$913,,0.0%,,,$0,"$4,750",0
Murphys Creek,QLD,4352,https://www.smartpropertyinvestment.com.au/data/qld/4352/murphys-creek,,,,,,,,,,,,,,,,,,,,,,,,"$1,289","$1,053",,,,,$0,"$5,478",0
Cow Bay,QLD,4873,https://www.smartpropertyinvestment.com.au/data/qld/4873/cow-bay,,,,,,,,,,,,,,,,,,,,,,,,"$1,048",$890,,0.0%,,,$0,"$4,627",0
Cape Cleveland,QLD,4810,https://www.smartpropertyinvestment.com.au/data/qld/4810/cape-cleveland,,,,,,,,,,,,,,,,,,,,,,,,"$1,574","$1,247",,0.0%,,,$0,"$6,486",0
Pink Lily,QLD,4702,https://www.smartpropertyinvestment.com.au/data/qld/4702/pink-lily,,,,,,,,,,,,,,,,,,,,,,,,"$1,304","$1,064",,0.0%,,,$0,"$5,533",0
East Trinity,QLD,4871,https://www.smartpropertyinvestment.com.au/data/qld/4871/east-trinity,,,,,,,,,,,,,,,,,,,,,,,,$997,$855,,0.0%,,,$0,"$4,446",0
Mount Beppo,QLD,4313,https://www.smartpropertyinvestment.com.au/data/qld/4313/mount-beppo,,,,,,,,,,,,,,,,,,,,,,,,$957,$828,,0.0%,,,$0,"$4,306",0
Upper Lockyer,QLD,4352,https://www.smartpropertyinvestment.com.au/data/qld/4352/upper-lockyer,,,,,,,,,,,,,,,,,,,,,,,,"$1,289","$1,053",,0.0%,,,$0,"$5,478",0
West End,QLD,4810,https://www.smartpropertyinvestment.com.au/data/qld/4810/west-end,,,,,,,,,,,,,,,,,,,,,,,,"$1,574","$1,247",,,,,$0,"$6,486",0
Glamorgan Vale,QLD,4306,https://www.smartpropertyinvestment.com.au/data/qld/4306/glamorgan-vale,,,,,,,,,,,,,,,,,,,,,,,,"$1,354","$1,098",,0.0%,,,$0,"$5,710",0
Lockyer Waters,QLD,4311,https://www.smartpropertyinvestment.com.au/data/qld/4311/lockyer-waters,,,,,,,,,,,,,,,,,,,,,,,,"$1,127",$943,,0.0%,,,$0,"$4,905",0
Hodgson Vale,QLD,4352,https://www.smartpropertyinvestment.com.au/data/qld/4352/hodgson-vale,,,,,,,,,,,,,,,,,,,,,,,,"$1,289","$1,053",,16.7%,,,$0,"$5,478",0
Mount Alford,QLD,4310,https://www.smartpropertyinvestment.com.au/data/qld/4310/mount-alford,,,,,,,,,,,,,,,,,,,,,,,,"$1,070",$905,,0.0%,,,$0,"$4,706",0
Patrick Estate,QLD,4311,https://www.smartpropertyinvestment.com.au/data/qld/4311/patrick-estate,,,,,,,,,,,,,,,,,,,,,,,,"$1,127",$943,,0.0%,,,$0,"$4,905",0
Atkinsons Dam,QLD,4311,https://www.smartpropertyinvestment.com.au/data/qld/4311/atkinsons-dam,,,,,,,,,,,,,,,,,,,,,,,,"$1,127",$943,,0.0%,,,$0,"$4,905",0
Helidon Spa,QLD,4344,https://www.smartpropertyinvestment.com.au/data/qld/4344/helidon-spa,,,,,,,,,,,,,,,,,,,,,,,,"$1,149",$958,,18.8%,,,$0,"$4,983",0
Mount Martin,QLD,4754,https://www.smartpropertyinvestment.com.au/data/qld/4754/mount-martin,,,,,,,,,,,,,,,,,,,,,,,,"$1,429","$1,149",,0.0%,,,$0,"$5,973",0
Baffle Creek,QLD,4674,https://www.smartpropertyinvestment.com.au/data/qld/4674/baffle-creek,,,,,,,,,,,,,,,,,,,,,,,,$874,$771,,0.0%,,,$0,"$4,011",0
Hidden Valley,QLD,4703,https://www.smartpropertyinvestment.com.au/data/qld/4703/hidden-valley,,,,,,,,,,,,,,,,,,,,,,,,"$1,434","$1,152",,,,,$0,"$5,992",0
Swan Creek,QLD,4370,https://www.smartpropertyinvestment.com.au/data/qld/4370/swan-creek,,,,,,,,,,,,,,,,,,,,,,,,"$1,016",$868,,,,,$0,"$4,515",0
Struck Oil,QLD,4714,https://www.smartpropertyinvestment.com.au/data/qld/4714/struck-oil,,,,,,,,,,,,,,,,,,,,,,,,"$1,122",$940,,0.0%,,,$0,"$4,889",0
West Stowe,QLD,4680,https://www.smartpropertyinvestment.com.au/data/qld/4680/west-stowe,,,,,,,,,,,,,,,,,,,,,,,,"$1,508","$1,203",,17.6%,,,$0,"$6,255",0
Mount Larcom,QLD,4695,https://www.smartpropertyinvestment.com.au/data/qld/4695/mount-larcom,,,,,,,,,,,,,,,,,,,,,,,,"$1,355","$1,098",,62.5%,,,$0,"$5,711",0
Sarina Range,QLD,4737,https://www.smartpropertyinvestment.com.au/data/qld/4737/sarina-range,,,,,,,,,,,,,,,,,,,,,,,,"$1,447","$1,161",,23.5%,,,$0,"$6,037",0
Kippa-Ring,QLD,4021,https://www.smartpropertyinvestment.com.au/data/qld/4021/kippa-ring,,,,,,,,,,,,,,,,,,,,,,,,"$1,107",$930,,25.4%,,,$0,"$4,835",0
Boyne Valley,QLD,4680,https://www.smartpropertyinvestment.com.au/data/qld/4680/boyne-valley,,,,,,,,,,,,,,,,,,,,,,,,"$1,508","$1,203",,0.0%,,,$0,"$6,255",0
Paddys Green,QLD,4880,https://www.smartpropertyinvestment.com.au/data/qld/4880/paddys-green,,,,,,,,,,,,,,,,,,,,,,,,"$1,051",$892,,0.0%,,,$0,"$4,638",0
Mount Chalmers,QLD,4702,https://www.smartpropertyinvestment.com.au/data/qld/4702/mount-chalmers,,,,,,,,,,,,,,,,,,,,,,,,"$1,304","$1,064",,0.0%,,,$0,"$5,533",0
Rowes Bay,QLD,4810,https://www.smartpropertyinvestment.com.au/data/qld/4810/rowes-bay,,,,,,,,,,,,,,,,,,,,,,,,"$1,574","$1,247",,36.4%,,,$0,"$6,486",0
Ma Ma Creek,QLD,4347,https://www.smartpropertyinvestment.com.au/data/qld/4347/ma-ma-creek,,,,,,,,,,,,,,,,,,,,,,,,$929,$809,,0.0%,,,$0,"$4,206",0
Spring Creek,QLD,4343,https://www.smartpropertyinvestment.com.au/data/qld/4343/spring-creek,,,,,,,,,,,,,,,,,,,,,,,,$978,$842,,,,,$0,"$4,378",0
Wurdong Heights,QLD,4680,https://www.smartpropertyinvestment.com.au/data/qld/4680/wurdong-heights,,,,,,,,,,,,,,,,,,,,,,,,"$1,508","$1,203",,0.0%,,,$0,"$6,255",0
Bakers Creek,QLD,4740,https://www.smartpropertyinvestment.com.au/data/qld/4740/bakers-creek,,,,,,,,,,,,,,,,,,,,,,,,"$1,522","$1,212",,,,,$0,"$6,302",0
Sandy Creek,QLD,4515,https://www.smartpropertyinvestment.com.au/data/qld/4515/sandy-creek,,,,,,,,,,,,,,,,,,,,,,,,"$1,173",$975,,,,,$0,"$5,069",0
Port Curtis,QLD,4700,https://www.smartpropertyinvestment.com.au/data/qld/4700/port-curtis,,,,,,,,,,,,,,,,,,,,,,,,"$1,400","$1,129",,0.0%,,,$0,"$5,870",0
Mount Tarampa,QLD,4311,https://www.smartpropertyinvestment.com.au/data/qld/4311/mount-tarampa,,,,,,,,,,,,,,,,,,,,,,,,"$1,127",$943,,0.0%,,,$0,"$4,905",0
Lake Barrine,QLD,4884,https://www.smartpropertyinvestment.com.au/data/qld/4884/lake-barrine,,,,,,,,,,,,,,,,,,,,,,,,"$1,118",$938,,0.0%,,,$0,"$4,876",0
Mount Archer,QLD,4701,https://www.smartpropertyinvestment.com.au/data/qld/4701/mount-archer,,,,,,,,,,,,,,,,,,,,,,,,"$1,303","$1,063",,,,,$0,"$5,530",0
Mount Forbes,QLD,4340,https://www.smartpropertyinvestment.com.au/data/qld/4340/mount-forbes,,,,,,,,,,,,,,,,,,,,,,,,"$1,134",$948,,0.0%,,,$0,"$4,930",0
Bunya Mountains,QLD,4405,https://www.smartpropertyinvestment.com.au/data/qld/4405/bunya-mountains,,,,,,,,,,,,,,,,,,,,,,,,"$1,189",$985,,0.0%,,,$0,"$5,124",0
Springfield Central,QLD,4300,https://www.smartpropertyinvestment.com.au/data/qld/4300/springfield-central,,,,,,,,,,,,,,,,,,,,,,,,"$1,303","$1,063",,0.0%,,,$0,"$5,528",0
Mount Kilcoy,QLD,4515,https://www.smartpropertyinvestment.com.au/data/qld/4515/mount-kilcoy,,,,,,,,,,,,,,,,,,,,,,,,"$1,173",$975,,0.0%,,,$0,"$5,069",0
Freshwater Point,QLD,4737,https://www.smartpropertyinvestment.com.au/data/qld/4737/freshwater-point,,,,,,,,,,,,,,,,,,,,,,,,"$1,447","$1,161",,100.0%,,,$0,"$6,037",0
Picnic Bay,QLD,4819,https://www.smartpropertyinvestment.com.au/data/qld/4819/picnic-bay,,,,,,,,,,,,,,,,,,,,,,,,$980,$844,,0.0%,,,$0,"$4,386",0
Round Hill,QLD,4677,https://www.smartpropertyinvestment.com.au/data/qld/4677/round-hill,,,,,,,,,,,,,,,,,,,,,,,,"$1,115",$935,,,,,$0,"$4,864",0
Gregory River,QLD,4800,https://www.smartpropertyinvestment.com.au/data/qld/4800/gregory-river,,,,,,,,,,,,,,,,,,,,,,,,"$1,279","$1,047",,,,,$0,"$5,443",0
Upper Tenthill,QLD,4343,https://www.smartpropertyinvestment.com.au/data/qld/4343/upper-tenthill,,,,,,,,,,,,,,,,,,,,,,,,$978,$842,,11.8%,,,$0,"$4,378",0
Mount Marlow,QLD,4800,https://www.smartpropertyinvestment.com.au/data/qld/4800/mount-marlow,,,,,,,,,,,,,,,,,,,,,,,,"$1,279","$1,047",,0.0%,,,$0,"$5,443",0
